country,points,price,province,taster_name,title,variety,winery
US,90,80,California,Virginie Boone,Signorello 2012 Hope's Cuvée Chardonnay (Napa Valley),Chardonnay,Signorello
US,88,80,California,Virginie Boone,Signorello 2013 Hope's Cuvée Chardonnay (Napa Valley),Chardonnay,Signorello
US,89,65,California,Virginie Boone,Sill Family 2014 Très Chardonnay (Sonoma County),Chardonnay,Sill Family
US,86,18,California,Virginie Boone,Silver Buckle 2011 Chardonnay (Lodi),Chardonnay,Silver Buckle
US,89,32,California,Matt Kettmann,Silver Mountain 2013 Chardonnay (Santa Cruz Mountains),Chardonnay,Silver Mountain
US,87,15,California,Jim Gordon,Silver Palm 2014 Chardonnay (North Coast),Chardonnay,Silver Palm
US,88,16,California,Matt Kettmann,Silver Spoon 2011 Chardonnay (Central Coast),Chardonnay,Silver Spoon
US,90,35,California,Virginie Boone,Silver Stag 2013 Chardonnay (Napa Valley),Chardonnay,Silver Stag
US,88,35,California,Virginie Boone,Silver Stag 2014 Chardonnay (Napa Valley),Chardonnay,Silver Stag
US,88,20,California,Virginie Boone,Silver Veil 2015 Chardonnay (Russian River Valley),Chardonnay,Silver Veil
US,87,28,California,Virginie Boone,Silverado 2012 Estate Grown Chardonnay (Carneros),Chardonnay,Silverado
US,90,28,California,Virginie Boone,Silverado 2013 Estate Grown Chardonnay (Carneros),Chardonnay,Silverado
US,90,45,California,Virginie Boone,Silverpoint Cellars 2013 Chardonnay (Sonoma Coast),Chardonnay,Silverpoint Cellars
US,90,45,California,Virginie Boone,Silverpoint Cellars 2014 Chardonnay (Sonoma Coast),Chardonnay,Silverpoint Cellars
US,84,26,California,Virginie Boone,Simi 2012 Reserve Chardonnay (Russian River Valley),Chardonnay,Simi
US,90,19,California,Virginie Boone,Simi 2015 Chardonnay (Sonoma County),Chardonnay,Simi
US,89,13,California,Jim Gordon,Simple Life 2015 Chardonnay (California),Chardonnay,Simple Life
US,93,24,California,Matt Kettmann,Sinor-LaVallee 2013 Chardonnay (San Luis Obispo County),Chardonnay,Sinor-LaVallee
US,92,38,California,Matt Kettmann,Sinor-LaVallee 2013 White Label Bassi Ranch Chardonnay (San Luis Obispo County),Chardonnay,Sinor-LaVallee
US,87,15,California,Matt Kettmann,Sisters Forever 2015 Un-oaked Chardonnay (Central Coast),Chardonnay,Sisters Forever
US,90,40,California,Virginie Boone,Sixteen by Twenty 2014 Chardonnay (Sonoma Coast),Chardonnay,Sixteen by Twenty
US,88,16,California,Jim Gordon,Sketchbook 2014 Chardonnay (Mendocino County),Chardonnay,Sketchbook
US,86,16,California,Jim Gordon,Sketchbook 2015 Chardonnay (Mendocino County),Chardonnay,Sketchbook
US,93,45,California,Virginie Boone,Sleeping Giant 2013 Las Amigas Partners Vineyard Chardonnay (Carneros),Chardonnay,Sleeping Giant
US,90,45,California,Virginie Boone,Sleeping Giant 2014 Buena Tierra Vineyard Chardonnay (Russian River Valley),Chardonnay,Sleeping Giant
US,90,45,California,Virginie Boone,Sleeping Giant 2014 Las Amigas Partners Vineyard Chardonnay (Carneros),Chardonnay,Sleeping Giant
US,86,17,California,Matt Kettmann,Slow Press 2013 Chardonnay (Monterey County),Chardonnay,Slow Press
US,90,16,California,Matt Kettmann,Slow Press 2014 Chardonnay (Monterey County),Chardonnay,Slow Press
US,91,53,California,Virginie Boone,Small Vines 2013 Chardonnay (Sonoma Coast),Chardonnay,Small Vines
US,93,55,California,Virginie Boone,Small Vines 2014 Estate Grown Chardonnay (Sonoma Coast),Chardonnay,Small Vines
US,94,72,California,Virginie Boone,Small Vines 2014 TBH Vineyard Chardonnay (Sonoma Coast),Chardonnay,Small Vines
US,87,13,California,Virginie Boone,Smart Cookie 2010 Chardonnay (Central Coast),Chardonnay,Smart Cookie
US,92,32,California,Virginie Boone,Smith-Madrone 2014 Estate Bottled Chardonnay (Spring Mountain District),Chardonnay,Smith-Madrone
US,86,20,California,Virginie Boone,Smoke Tree 2014 Chardonnay (Sonoma County),Chardonnay,Smoke Tree
US,88,20,California,Virginie Boone,Smoke Tree 2015 Chardonnay (Sonoma County),Chardonnay,Smoke Tree
US,94,45,California,Virginie Boone,Sojourn 2013 Campbell Ranch Vineyard Chardonnay (Sonoma Coast),Chardonnay,Sojourn
US,91,38,California,Virginie Boone,Sojourn 2013 Chardonnay (Sonoma Coast),Chardonnay,Sojourn
US,95,48,California,Virginie Boone,Sojourn 2013 Durell Vineyard Chardonnay (Sonoma Coast),Chardonnay,Sojourn
US,93,45,California,Virginie Boone,Sojourn 2013 Sangiacomo Vineyard Chardonnay (Sonoma Coast),Chardonnay,Sojourn
US,92,38,California,Virginie Boone,Sojourn 2014 Chardonnay (Sonoma Coast),Chardonnay,Sojourn
US,94,48,California,Virginie Boone,Sojourn 2014 Durell Vineyard Chardonnay (Sonoma Coast),Chardonnay,Sojourn
US,93,45,California,Virginie Boone,Sojourn 2014 Gap's Crown Vineyard Chardonnay (Sonoma Coast),Chardonnay,Sojourn
US,92,45,California,Virginie Boone,Sojourn 2014 Sangiacomo Vineyard Chardonnay (Sonoma Coast),Chardonnay,Sojourn
US,90,38,California,Virginie Boone,Sojourn 2015 Chardonnay (Sonoma Coast),Chardonnay,Sojourn
US,91,48,California,Virginie Boone,Sojourn 2015 Durell Vineyard Chardonnay (Sonoma Coast),Chardonnay,Sojourn
US,91,45,California,Virginie Boone,Sojourn 2015 Gap's Crown Vineyard Chardonnay (Sonoma Coast),Chardonnay,Sojourn
US,92,45,California,Virginie Boone,Sojourn 2015 Sangiacomo Vineyard Chardonnay (Sonoma Coast),Chardonnay,Sojourn
US,91,30,California,Virginie Boone,Solitude 2014 Chardonnay (Carneros),Chardonnay,Solitude
US,93,45,California,Matt Kettmann,Solomon Hills 2012 Chardonnay (Santa Maria Valley),Chardonnay,Solomon Hills
US,94,45,California,Matt Kettmann,Solomon Hills 2014 Chardonnay (Santa Maria Valley),Chardonnay,Solomon Hills
US,95,45,California,Matt Kettmann,Solomon Hills 2015 Chardonnay (Santa Maria Valley),Chardonnay,Solomon Hills
US,84,13,California,Virginie Boone,Sonoma Collection 2015 District 3 Chardonnay (Sonoma Coast),Chardonnay,Sonoma Collection
US,83,18,California,Virginie Boone,Sonoma Cuvée 2014 Chardonnay (Russian River Valley),Chardonnay,Sonoma Cuvée
US,86,21,California,Virginie Boone,Sonoma-Cutrer 2013 Chardonnay (Sonoma Coast),Chardonnay,Sonoma-Cutrer
US,92,42,California,Virginie Boone,Sonoma-Cutrer 2013 Les Pierres Estate Bottled Chardonnay (Sonoma Coast),Chardonnay,Sonoma-Cutrer
US,90,23,California,Virginie Boone,Sonoma-Cutrer 2014 Chardonnay (Sonoma Coast),Chardonnay,Sonoma-Cutrer
US,90,42,California,Virginie Boone,Sonoma-Cutrer 2014 Les Pierres Chardonnay (Sonoma Coast),Chardonnay,Sonoma-Cutrer
US,88,35,California,Virginie Boone,Sonoma-Cutrer 2014 The Cutrer Chardonnay (Russian River Valley),Chardonnay,Sonoma-Cutrer
US,90,38,California,Virginie Boone,Sonoma-Loeb 2013 Envoy Chardonnay (Carneros),Chardonnay,Sonoma-Loeb
US,90,38,California,Virginie Boone,Sonoma-Loeb 2014 Envoy Chardonnay (Carneros),Chardonnay,Sonoma-Loeb
US,90,27,California,Virginie Boone,Sonoma-Loeb 2014 Sangiacomo Vineyard Chardonnay (Carneros),Chardonnay,Sonoma-Loeb
US,90,27,California,Virginie Boone,Sonoma-Loeb 2015 Sangiacomo Vineyard Chardonnay (Carneros),Chardonnay,Sonoma-Loeb
US,89,28,California,Matt Kettmann,Soquel Vineyards 2015 Partners' Reserve Nelson Vineyard Chardonnay (Santa Cruz Mountains),Chardonnay,Soquel Vineyards
US,85,14,California,Virginie Boone,Souverain 2010 Chardonnay (North Coast),Chardonnay,Souverain
US,87,35,California,Virginie Boone,Souverain 2011 Winemaker's Reserve Chardonnay (Russian River Valley),Chardonnay,Souverain
US,89,25,California,Virginie Boone,Sparrow Hawk 2013 Reserve Chardonnay (Napa Valley),Chardonnay,Sparrow Hawk
US,92,38,California,Virginie Boone,Spell 2014 Chardonnay (Russian River Valley),Chardonnay,Spell
US,86,38,California,Virginie Boone,Spell 2015 Chardonnay (Russian River Valley),Chardonnay,Spell
US,84,15,California,Virginie Boone,Spellbound 2012 Chardonnay (California),Chardonnay,Spellbound
US,90,38,California,Virginie Boone,Spicy Vines 2013 Risqué Chardonnay (Napa County),Chardonnay,Spicy Vines
US,92,38,California,Jim Gordon,Spicy Vines 2014 Joie de Vivre Chardonnay (Mendocino Ridge),Chardonnay,Spicy Vines
US,90,38,California,Jim Gordon,Spicy Vines 2015 Foggy Mountain Chardonnay (Mendocino Ridge),Chardonnay,Spicy Vines
US,88,38,California,Virginie Boone,Spicy Vines 2015 Joie de Vivre Chardonnay (Los Carneros),Chardonnay,Spicy Vines
US,90,50,California,Virginie Boone,Spring Mountain Vineyard 2013 Estate Bottled Chardonnay (Napa Valley),Chardonnay,Spring Mountain Vineyard
US,88,15,California,Virginie Boone,St. Francis 2013 Chardonnay (Sonoma County),Chardonnay,St. Francis
US,90,34,California,Virginie Boone,Stag's Leap Wine Cellars 2012 Karia Chardonnay (Napa Valley),Chardonnay,Stag's Leap Wine Cellars
US,87,34,California,Virginie Boone,Stag's Leap Wine Cellars 2013 Karia Chardonnay (Napa Valley),Chardonnay,Stag's Leap Wine Cellars
US,91,34,California,Virginie Boone,Stag's Leap Wine Cellars 2014 Karia Chardonnay (Napa Valley),Chardonnay,Stag's Leap Wine Cellars
US,88,34,California,Virginie Boone,Stag's Leap Wine Cellars 2015 Karia Chardonnay (Napa Valley),Chardonnay,Stag's Leap Wine Cellars
US,91,18,California,Jim Gordon,Stargazer Barn 2015 Unoaked Chardonnay,Chardonnay,Stargazer Barn
US,89,22,California,Virginie Boone,Starmont 2012 Chardonnay (Carneros),Chardonnay,Starmont
US,90,22,California,Virginie Boone,Starmont 2013 Chardonnay (Carneros),Chardonnay,Starmont
US,92,45,California,Virginie Boone,Starmont 2013 Stanly Ranch Estate Chardonnay (Carneros),Chardonnay,Starmont
US,90,22,California,Virginie Boone,Starmont 2014 Chardonnay (Carneros),Chardonnay,Starmont
US,89,42,California,Matt Kettmann,Stasis 2015 Murmur Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Stasis
US,91,30,California,Virginie Boone,Steele 2015 Durell Vineyard Chardonnay (Carneros),Chardonnay,Steele
US,92,30,California,Matt Kettmann,Stephen Ross 2013 Bien Nacido Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Stephen Ross
US,91,24,California,Matt Kettmann,Stephen Ross 2013 Chardonnay (Edna Valley),Chardonnay,Stephen Ross
US,93,30,California,Matt Kettmann,Stephen Ross 2014 Bien Nacido Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Stephen Ross
US,91,25,California,Matt Kettmann,Stephen Ross 2014 Chardonnay (Edna Valley),Chardonnay,Stephen Ross
US,89,42,California,Matt Kettmann,Stephen Ross 2015 Bien Nacido Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Stephen Ross
US,89,25,California,Matt Kettmann,Stephen Ross 2015 Chardonnay (Edna Valley),Chardonnay,Stephen Ross
US,83,13,California,Virginie Boone,Stephen Vincent 2012 Chardonnay (Sonoma County),Chardonnay,Stephen Vincent
US,86,17,California,Virginie Boone,Stephen Vincent 2014 Chardonnay (Sonoma County),Chardonnay,Stephen Vincent
US,92,34,California,Virginie Boone,"Steven Kent 2010 Merrillie, Landucci Block Chardonnay (Livermore Valley)",Chardonnay,Steven Kent
US,91,34,California,Jim Gordon,Steven Kent 2013 Merrillie Chardonnay (Livermore Valley),Chardonnay,Steven Kent
US,86,17,California,Virginie Boone,Stickybeak 2013 Chardonnay (Russian River Valley),Chardonnay,Stickybeak
US,84,17,California,Virginie Boone,Stickybeak 2015 Chardonnay (Russian River Valley),Chardonnay,Stickybeak
US,85,22,California,Matt Kettmann,Still Waters 2013 Chardonnay (Paso Robles),Chardonnay,Still Waters
US,86,22,California,Matt Kettmann,Stolo 2012 Chardonnay (San Luis Obispo County),Chardonnay,Stolo
US,93,26,California,Matt Kettmann,Stolo 2014 Estate Chardonnay (San Luis Obispo County),Chardonnay,Stolo
US,84,10,California,Jim Gordon,Stomping Ground 2012 Chardonnay (California),Chardonnay,Stomping Ground
US,86,35,California,Jim Gordon,Stonehedge 2009 Chardonnay (Mendocino County),Chardonnay,Stonehedge
US,91,35,California,Virginie Boone,Stonehedge 2014 Reserve Chardonnay (Napa Valley),Chardonnay,Stonehedge
US,91,40,California,Virginie Boone,Stonestreet 2013 Estate Vineyards Chardonnay (Alexander Valley),Chardonnay,Stonestreet
US,92,40,California,Virginie Boone,Stonestreet 2014 Estate Chardonnay (Alexander Valley),Chardonnay,Stonestreet
US,94,40,California,Virginie Boone,Stonestreet 2015 Estate Vineyards Chardonnay (Alexander Valley),Chardonnay,Stonestreet
US,92,45,California,Virginie Boone,Stony Hill 2013 Estate Chardonnay (Napa Valley),Chardonnay,Stony Hill
US,93,48,California,Virginie Boone,Stony Hill 2014 Chardonnay (Napa Valley),Chardonnay,Stony Hill
US,93,26,California,Matt Kettmann,Storrs 2014 Chardonnay (Santa Cruz Mountains),Chardonnay,Storrs
US,88,25,California,Virginie Boone,Stuhlmuller Vineyards 2013 Estate Chardonnay (Alexander Valley),Chardonnay,Stuhlmuller Vineyards
US,91,40,California,Matt Kettmann,Summerland 2013 Bien Nacido Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Summerland
US,88,20,California,Matt Kettmann,Summerland 2013 Chardonnay (Santa Barbara County),Chardonnay,Summerland
US,91,36,California,Matt Kettmann,Summerland 2013 Sierra Madre Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Summerland
US,88,28,California,Matt Kettmann,Summerland 2013 Vintner's Select Chardonnay (Santa Maria Valley),Chardonnay,Summerland
US,88,28,California,Matt Kettmann,Summerland 2014 Vintners Select Chardonnay (Santa Maria Valley),Chardonnay,Summerland
US,89,32,California,Virginie Boone,Summers 2013 Stuhlmuller Vineyards Reserve Chardonnay (Alexander Valley),Chardonnay,Summers
US,89,10,California,Jim Gordon,Surf Swim 2013 Chardonnay (California),Chardonnay,Surf Swim
US,85,10,California,Jim Gordon,Surf Swim 2016 Chardonnay (California),Chardonnay,Surf Swim
US,88,28,California,Matt Kettmann,Sweetzer Cellars 2014 Chardonnay (Santa Maria Valley),Chardonnay,Sweetzer Cellars
US,89,40,California,Matt Kettmann,Sweetzer Cellars 2014 Presqu'ile Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Sweetzer Cellars
US,87,11,California,Jim Gordon,Table No. 7 2012 Winemaker's Chardonnay (Lodi),Chardonnay,Table No. 7
US,87,20,California,Virginie Boone,Taft Street 2013 Chardonnay (Russian River Valley),Chardonnay,Taft Street
US,91,18,California,Virginie Boone,Taken Wine Co. 2013 Complicated Chardonnay (Sonoma County),Chardonnay,Taken Wine Co.
US,92,18,California,Virginie Boone,Taken Wine Co. 2014 Complicated Chardonnay (Sonoma Coast),Chardonnay,Taken Wine Co.
US,88,18,California,Virginie Boone,Taken Wine Co. 2015 Complicated Chardonnay (Sonoma Coast),Chardonnay,Taken Wine Co.
US,94,75,California,Matt Kettmann,Talbott 2012 Audrey Diamond T Vineyard Chardonnay (Monterey),Chardonnay,Talbott
US,91,52,California,Matt Kettmann,Talbott 2012 Diamond T Vineyard Chardonnay (Monterey),Chardonnay,Talbott
US,93,52,California,Matt Kettmann,Talbott 2012 Sarah Case Sleepy Hollow Vineyard Chardonnay (Santa Lucia Highlands),Chardonnay,Talbott
US,91,52,California,Matt Kettmann,Talbott 2013 Diamond T Vineyard Chardonnay (Monterey),Chardonnay,Talbott
US,89,20,California,Matt Kettmann,Talbott 2013 Kali Hart Chardonnay (Monterey),Chardonnay,Talbott
US,89,42,California,Matt Kettmann,Talbott 2013 Sleepy Hollow Vineyard Chardonnay (Santa Lucia Highlands),Chardonnay,Talbott
US,93,75,California,Matt Kettmann,Talbott 2014 Audrey Diamond T Vineyard Chardonnay (Monterey),Chardonnay,Talbott
US,92,75,California,Matt Kettmann,Talbott 2014 Audrey Diamond T Vineyard Estate Grown Chardonnay (Monterey),Chardonnay,Talbott
US,88,23,California,Matt Kettmann,Talbott 2014 Kali Hart Chardonnay (Monterey),Chardonnay,Talbott
US,87,28,California,Matt Kettmann,Talbott 2014 Logan Sleepy Hollow Vineyard Chardonnay (Santa Lucia Highlands),Chardonnay,Talbott
US,92,42,California,Matt Kettmann,Talbott 2014 Sarah Case Sleepy Hollow Vineyard Estate Grown Chardonnay (Santa Lucia Highlands),Chardonnay,Talbott
US,92,50,California,Matt Kettmann,Talbott 2014 Sleepy Hollow Vineyard Estate Grown Chardonnay (Santa Lucia Highlands),Chardonnay,Talbott
US,88,23,California,Matt Kettmann,Talbott 2015 Kali Hart Chardonnay (Monterey),Chardonnay,Talbott
US,88,28,California,Matt Kettmann,Talbott 2015 Logan Sleepy Hollow Vineyard Chardonnay (Santa Lucia Highlands),Chardonnay,Talbott
US,91,24,California,Matt Kettmann,Talley 2012 Chardonnay (Edna Valley),Chardonnay,Talley
US,92,27,California,Matt Kettmann,Talley 2012 Estate Bottled Chardonnay (Arroyo Grande Valley),Chardonnay,Talley
US,95,36,California,Matt Kettmann,Talley 2012 Oliver's Proprietor Grown Chardonnay (Edna Valley),Chardonnay,Talley
US,92,44,California,Matt Kettmann,Talley 2012 Rincon Vineyard Chardonnay (Arroyo Grande Valley),Chardonnay,Talley
US,89,48,California,Matt Kettmann,Talley 2012 Rosemary's Vineyard Estate Bottled Chardonnay (Arroyo Grande Valley),Chardonnay,Talley
US,90,24,California,Matt Kettmann,Talley 2013 Chardonnay (Edna Valley),Chardonnay,Talley
US,90,27,California,Matt Kettmann,Talley 2013 Estate Bottled Chardonnay (Arroyo Grande Valley),Chardonnay,Talley
US,93,38,California,Matt Kettmann,Talley 2013 Oliver's VIneyard Chardonnay (Edna Valley),Chardonnay,Talley
US,91,44,California,Matt Kettmann,Talley 2013 Rincon Vineyard Chardonnay (Arroyo Grande Valley),Chardonnay,Talley
US,90,48,California,Matt Kettmann,Talley 2013 Rosemary's Vineyard Chardonnay (Arroyo Grande Valley),Chardonnay,Talley
US,92,27,California,Matt Kettmann,Talley 2014 Estate Bottled Chardonnay (Arroyo Grande Valley),Chardonnay,Talley
US,94,36,California,Matt Kettmann,Talley 2014 Monte Sereno Chardonnay (Arroyo Grande Valley),Chardonnay,Talley
US,94,38,California,Matt Kettmann,Talley 2014 Oliver's Vineyard Chardonnay (Edna Valley),Chardonnay,Talley
US,93,44,California,Matt Kettmann,Talley 2014 Rincon Vineyard Chardonnay (Arroyo Grande Valley),Chardonnay,Talley
US,94,48,California,Matt Kettmann,Talley 2014 Rosemary's Vineyard Chardonnay (Arroyo Grande Valley),Chardonnay,Talley
US,95,38,California,Matt Kettmann,Talley 2015 Oliver's Vineyard Chardonnay (Edna Valley),Chardonnay,Talley
US,92,44,California,Matt Kettmann,Talley 2015 Rincon Chardonnay (Arroyo Grande Valley),Chardonnay,Talley
US,94,48,California,Matt Kettmann,Talley 2015 Rosemary's Chardonnay (Arroyo Grande Valley),Chardonnay,Talley
US,91,55,California,Virginie Boone,Tamber Bey 2012 Deux Chevaux Vineyard Chardonnay (Yountville),Chardonnay,Tamber Bey
US,90,55,California,Virginie Boone,Tamber Bey 2013 Deux Chevaux Vineyard Chardonnay (Yountville),Chardonnay,Tamber Bey
US,90,34,California,Virginie Boone,Tamber Bey 2014 Trio Vineyard Chardonnay (Yountville),Chardonnay,Tamber Bey
US,91,55,California,Virginie Boone,Tamber Bey 2015 Deux Chevaux Chardonnay (Yountville),Chardonnay,Tamber Bey
US,87,34,California,Virginie Boone,Tamber Bey 2016 Unoaked Chardonnay (Yountville),Chardonnay,Tamber Bey
US,88,15,California,Jim Gordon,Tangley Oaks 2014 Lot 11 Chardonnay (Mendocino),Chardonnay,Tangley Oaks
US,93,48,California,Matt Kettmann,Tantara 2014 Talley Rincon Chardonnay (Arroyo Grande Valley),Chardonnay,Tantara
US,88,48,California,Matt Kettmann,Tantara 2014 Tondre Grapefield Chardonnay (Santa Lucia Highlands),Chardonnay,Tantara
US,92,48,California,Matt Kettmann,Tantara 2014 Zotovich Vineyard Chardonnay (Sta. Rita Hills),Chardonnay,Tantara
US,90,52,California,Matt Kettmann,Tantara 2015 Tondre Chardonnay (Santa Lucia Highlands),Chardonnay,Tantara
US,91,52,California,Matt Kettmann,Tantara 2015 Zotovich Chardonnay (Sta. Rita Hills),Chardonnay,Tantara
US,82,45,California,Virginie Boone,Tedeschi Family 2014 Truchard Vineyard Chardonnay (Napa Valley),Chardonnay,Tedeschi Family
US,90,30,California,Virginie Boone,Terlato 2014 Chardonnay (Russian River Valley),Chardonnay,Terlato
US,87,30,California,Virginie Boone,Terlato 2015 Chardonnay (Russian River Valley),Chardonnay,Terlato
US,92,45,California,Matt Kettmann,Testarossa 2012 Bien Nacido Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Testarossa
US,91,45,California,Matt Kettmann,Testarossa 2012 Brosseau Vineyard Chardonnay (Chalone),Chardonnay,Testarossa
US,92,23,California,Matt Kettmann,Testarossa 2012 Cuvée Los Gatos Chardonnay (Monterey County),Chardonnay,Testarossa
US,93,61,California,Matt Kettmann,Testarossa 2012 Diana's Chardonnay (California),Chardonnay,Testarossa
US,87,45,California,Matt Kettmann,Testarossa 2012 Dos Rubios Vineyard Chardonnay (Santa Lucia Highlands),Chardonnay,Testarossa
US,93,45,California,Matt Kettmann,Testarossa 2012 Fogstone Vineyard Chardonnay (Santa Lucia Highlands),Chardonnay,Testarossa
US,93,45,California,Matt Kettmann,Testarossa 2012 La Rinconada Vineyard Chardonnay (Sta. Rita Hills),Chardonnay,Testarossa
US,90,45,California,Matt Kettmann,Testarossa 2012 Rincon Vineyard Chardonnay (Arroyo Grande Valley),Chardonnay,Testarossa
US,92,45,California,Matt Kettmann,Testarossa 2012 Rosella's Vineyard Chardonnay (Santa Lucia Highlands),Chardonnay,Testarossa
US,90,45,California,Matt Kettmann,Testarossa 2012 Sierra Madre Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Testarossa
US,92,35,California,Matt Kettmann,Testarossa 2013 Chardonnay (Santa Lucia Highlands),Chardonnay,Testarossa
US,89,20,California,Matt Kettmann,Testarossa 2013 Cuvee 107 Chardonnay (Santa Lucia Highlands),Chardonnay,Testarossa
US,88,23,California,Matt Kettmann,Testarossa 2013 Cuvee Los Gatos Chardonnay (Monterey County),Chardonnay,Testarossa
US,93,70,California,Matt Kettmann,Testarossa 2013 Diana's Chardonnay (California),Chardonnay,Testarossa
US,93,48,California,Matt Kettmann,Testarossa 2013 La Rinconada Vineyard Chardonnay (Sta. Rita Hills),Chardonnay,Testarossa
US,91,48,California,Matt Kettmann,Testarossa 2013 Lone Oak Vineyard Chardonnay (Santa Lucia Highlands),Chardonnay,Testarossa
US,90,48,California,Matt Kettmann,Testarossa 2013 Rincon VIneyard Chardonnay (Arroyo Grande Valley),Chardonnay,Testarossa
US,90,48,California,Matt Kettmann,Testarossa 2013 Sierra Madre Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Testarossa
US,92,48,California,Matt Kettmann,Testarossa 2014 Brosseau Vineyard Chardonnay (Chalone),Chardonnay,Testarossa
US,87,38,California,Matt Kettmann,Testarossa 2014 Chardonnay (Santa Lucia Highlands),Chardonnay,Testarossa
US,91,38,California,Matt Kettmann,Testarossa 2014 Chardonnay (Sta. Rita Hills),Chardonnay,Testarossa
US,85,23,California,Matt Kettmann,Testarossa 2014 Cuvée 107 Chardonnay (Santa Lucia Highlands),Chardonnay,Testarossa
US,94,70,California,Matt Kettmann,Testarossa 2014 Diana's Chardonnay (California),Chardonnay,Testarossa
US,93,48,California,Matt Kettmann,Testarossa 2014 Dos Rubios Vineyard Chardonnay (Santa Lucia Highlands),Chardonnay,Testarossa
US,91,48,California,Matt Kettmann,Testarossa 2014 Fogstone Vineyard Chardonnay (Santa Lucia Highlands),Chardonnay,Testarossa
US,91,48,California,Matt Kettmann,Testarossa 2014 La Rinconada Vineyard Chardonnay (Sta. Rita Hills),Chardonnay,Testarossa
US,93,48,California,Matt Kettmann,Testarossa 2014 Lone Oak Vineyard Chardonnay (Santa Lucia Highlands),Chardonnay,Testarossa
US,92,48,California,Matt Kettmann,Testarossa 2014 Rincon Vineyard Chardonnay (Arroyo Grande Valley),Chardonnay,Testarossa
US,93,48,California,Matt Kettmann,Testarossa 2014 Rosella's Vineyard Chardonnay (Santa Lucia Highlands),Chardonnay,Testarossa
US,94,48,California,Matt Kettmann,Testarossa 2014 Sierra Madre Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Testarossa
US,92,48,California,Matt Kettmann,Testarossa 2014 Soberanes Vineyard Chardonnay (Santa Lucia Highlands),Chardonnay,Testarossa
US,89,48,California,Matt Kettmann,Testarossa 2014 Tondre Grapefield Chardonnay (Santa Lucia Highlands),Chardonnay,Testarossa
US,92,49,California,Matt Kettmann,Testarossa 2015 Brosseau Vineyard Chardonnay (Chalone),Chardonnay,Testarossa
US,92,38,California,Matt Kettmann,Testarossa 2015 Chardonnay (Sta. Rita Hills),Chardonnay,Testarossa
US,93,72,California,Matt Kettmann,Testarossa 2015 Diana's Chardonnay (California),Chardonnay,Testarossa
US,91,49,California,Matt Kettmann,Testarossa 2015 Rincon Vineyard Chardonnay (Arroyo Grande Valley),Chardonnay,Testarossa
US,89,49,California,Matt Kettmann,Testarossa 2015 Sierra Madre Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Testarossa
US,92,49,California,Matt Kettmann,Testarossa 2015 Soberanes Vineyard Chardonnay (Santa Lucia Highlands),Chardonnay,Testarossa
US,89,25,California,Virginie Boone,Textbook 2014 Chardonnay (Napa Valley),Chardonnay,Textbook
US,87,18,California,Matt Kettmann,The Archivist 2014 Chardonnay (Monterey County),Chardonnay,The Archivist
US,90,32,California,Virginie Boone,The Calling 2013 Dutton Ranch Chardonnay (Russian River Valley),Chardonnay,The Calling
US,88,51,California,Virginie Boone,The Calling 2013 Jewell Vineyard Dutton Ranch Chardonnay (Russian River Valley),Chardonnay,The Calling
US,91,30,California,Virginie Boone,The Calling 2014 Dutton Ranch Chardonnay (Russian River Valley),Chardonnay,The Calling
US,91,51,California,Virginie Boone,The Calling 2014 Jewell Vineyard Dutton Ranch Chardonnay (Russian River Valley),Chardonnay,The Calling
US,93,51,California,Virginie Boone,The Calling 2014 Sullivan Vineyard Dutton Ranch Chardonnay (Russian River Valley),Chardonnay,The Calling
US,86,32,California,Virginie Boone,The Calling 2015 Dutton Ranch Chardonnay (Russian River Valley),Chardonnay,The Calling
US,83,13,California,Virginie Boone,The Crusher 2009 Wilson Vineyard Chardonnay (Clarksburg),Chardonnay,The Crusher
US,87,15,California,Matt Kettmann,The Divining Rod 2014 Chardonnay (Santa Lucia Highlands),Chardonnay,The Divining Rod
US,86,22,California,Virginie Boone,The Federalist 2013 Chardonnay (Sonoma County),Chardonnay,The Federalist
US,86,18,California,Matt Kettmann,The Federalist 2014 Chardonnay (Santa Barbara County),Chardonnay,The Federalist
US,87,18,California,Virginie Boone,The Federalist 2014 Chardonnay (Sonoma County),Chardonnay,The Federalist
US,84,18,California,Virginie Boone,The Federalist 2015 Chardonnay (Sonoma County),Chardonnay,The Federalist
US,87,22,California,Virginie Boone,The Forager 2013 Chardonnay (Sonoma Coast),Chardonnay,The Forager
US,90,23,California,Virginie Boone,The Forager 2014 Chardonnay (Sonoma Coast),Chardonnay,The Forager
US,86,22,California,Virginie Boone,The Grifter 2014 Chardonnay (Carneros),Chardonnay,The Grifter
